insert into car (id, make, model, price) values (1, 'Hyundai', 'Tucson', '39593.49');
insert into car (id, make, model, price) values (726, 'Subaru', 'B9 Tribeca', '20609.28');
insert into car (id, make, model, price) values (727, 'Chevrolet', 'S10 Blazer', '10201.01');
insert into car (id, make, model, price) values (728, 'Mitsubishi', 'RVR', '46436.19');
insert into car (id, make, model, price) values (729, 'Chevrolet', 'G-Series G20', '21219.32');
insert into car (id, make, model, price) values (730, 'Toyota', 'Prius Plug-in', '84486.53');
insert into car (id, make, model, price) values (731, 'Mazda', '626', '42384.90');
insert into car (id, make, model, price) values (732, 'Infiniti', 'FX', '19364.95');
insert into car (id, make, model, price) values (733, 'Pontiac', 'GTO', '78307.17');
insert into car (id, make, model, price) values (734, 'Lexus', 'LX', '90971.22');
insert into car (id, make, model, price) values (735, 'Chrysler', 'Sebring', '96002.82');
insert into car (id, make, model, price) values (736, 'Subaru', 'Outback', '48685.81');
insert into car (id, make, model, price) values (737, 'Honda', 'Accord', '27169.69');
insert into car (id, make, model, price) values (738, 'Nissan', 'Maxima', '56021.93');
insert into car (id, make, model, price) values (739, 'Ford', 'E350', '27168.79');
insert into car (id, make, model, price) values (740, 'Ford', 'Expedition', '65571.89');
insert into car (id, make, model, price) values (741, 'Ford', 'Mustang', '10818.73');
insert into car (id, make, model, price) values (742, 'Ford', 'E150', '72282.58');
insert into car (id, make, model, price) values (743, 'Mazda', '626', '82388.64');
insert into car (id, make, model, price) values (744, 'Honda', 'Prelude', '71977.80');
insert into car (id, make, model, price) values (745, 'Maserati', 'Karif', '53331.79');
insert into car (id, make, model, price) values (746, 'Audi', 'TT', '91811.23');
insert into car (id, make, model, price) values (747, 'Porsche', '911', '35501.68');
insert into car (id, make, model, price) values (748, 'Mitsubishi', 'Pajero', '22885.45');
insert into car (id, make, model, price) values (749, 'Dodge', 'Ram 1500 Club', '80150.55');
insert into car (id, make, model, price) values (750, 'BMW', '3 Series', '72405.39');
insert into car (id, make, model, price) values (751, 'Chevrolet', 'Corsica', '81611.12');
insert into car (id, make, model, price) values (752, 'Ford', 'Club Wagon', '13418.64');
insert into car (id, make, model, price) values (753, 'Ford', 'Five Hundred', '89154.50');
insert into car (id, make, model, price) values (754, 'Dodge', 'Grand Caravan', '99196.47');
insert into car (id, make, model, price) values (755, 'Buick', 'Century', '30159.53');
insert into car (id, make, model, price) values (756, 'Volvo', 'XC70', '29020.89');
insert into car (id, make, model, price) values (757, 'Ford', 'Fusion', '37000.22');
insert into car (id, make, model, price) values (758, 'Infiniti', 'QX56', '31260.35');
insert into car (id, make, model, price) values (759, 'Lexus', 'GX', '24242.24');
insert into car (id, make, model, price) values (760, 'Geo', 'Storm', '34170.32');
insert into car (id, make, model, price) values (761, 'Subaru', 'SVX', '38737.72');
insert into car (id, make, model, price) values (762, 'Suzuki', 'Swift', '73760.16');
insert into car (id, make, model, price) values (763, 'Lexus', 'RX', '75472.03');
insert into car (id, make, model, price) values (764, 'MINI', 'MINI', '61352.61');
insert into car (id, make, model, price) values (765, 'Mazda', 'CX-9', '42404.93');
insert into car (id, make, model, price) values (766, 'Maserati', 'Coupe', '54136.36');
insert into car (id, make, model, price) values (767, 'Mercedes-Benz', 'S-Class', '27369.84');
insert into car (id, make, model, price) values (768, 'Acura', 'Integra', '44544.16');
insert into car (id, make, model, price) values (769, 'Mercedes-Benz', 'R-Class', '26780.54');
insert into car (id, make, model, price) values (770, 'Oldsmobile', '98', '55158.54');
insert into car (id, make, model, price) values (771, 'Mercedes-Benz', 'C-Class', '60175.31');
insert into car (id, make, model, price) values (772, 'Toyota', 'Highlander', '55067.26');
insert into car (id, make, model, price) values (773, 'Mitsubishi', 'Starion', '28048.47');
insert into car (id, make, model, price) values (774, 'Mitsubishi', 'Mighty Max', '56920.41');
insert into car (id, make, model, price) values (775, 'Volvo', 'XC90', '32855.44');
insert into car (id, make, model, price) values (776, 'Cadillac', 'DeVille', '12564.33');
insert into car (id, make, model, price) values (777, 'Hyundai', 'Sonata', '48984.32');
insert into car (id, make, model, price) values (778, 'Pontiac', 'Grand Am', '53651.60');
insert into car (id, make, model, price) values (779, 'Chevrolet', 'Astro', '24395.89');
insert into car (id, make, model, price) values (780, 'Ford', 'Tempo', '24738.32');
insert into car (id, make, model, price) values (781, 'Toyota', 'RAV4', '36251.26');
insert into car (id, make, model, price) values (782, 'BMW', 'X6 M', '16441.54');
insert into car (id, make, model, price) values (783, 'GMC', 'Vandura G3500', '44386.88');
insert into car (id, make, model, price) values (784, 'Nissan', '240SX', '87627.73');
insert into car (id, make, model, price) values (785, 'Dodge', 'Dakota Club', '66573.62');
insert into car (id, make, model, price) values (786, 'Chevrolet', 'Aveo', '83428.83');
insert into car (id, make, model, price) values (787, 'Buick', 'LaCrosse', '27167.30');
insert into car (id, make, model, price) values (788, 'Eagle', 'Talon', '30089.67');
insert into car (id, make, model, price) values (789, 'BMW', 'X3', '50875.78');
insert into car (id, make, model, price) values (790, 'Aston Martin', 'Rapide', '69074.00');
insert into car (id, make, model, price) values (791, 'Ford', 'Bronco', '48451.42');
insert into car (id, make, model, price) values (792, 'GMC', 'Envoy', '90844.08');
insert into car (id, make, model, price) values (793, 'Saab', '9000', '86294.89');
insert into car (id, make, model, price) values (794, 'Chevrolet', '3500', '65503.91');
insert into car (id, make, model, price) values (795, 'Pontiac', 'Daewoo Kalos', '55008.88');
insert into car (id, make, model, price) values (796, 'Land Rover', 'Range Rover', '29158.35');
insert into car (id, make, model, price) values (797, 'Volkswagen', 'GTI', '12350.64');
insert into car (id, make, model, price) values (798, 'Audi', 'A8', '74009.66');
insert into car (id, make, model, price) values (799, 'Mercedes-Benz', 'SLK-Class', '83532.12');
insert into car (id, make, model, price) values (800, 'BMW', '600', '82167.40');
insert into car (id, make, model, price) values (801, 'Kia', 'Forte', '13386.93');
insert into car (id, make, model, price) values (802, 'Mazda', 'MPV', '32857.63');
insert into car (id, make, model, price) values (803, 'Buick', 'Roadmaster', '55380.92');
insert into car (id, make, model, price) values (804, 'Suzuki', 'Vitara', '79552.54');
insert into car (id, make, model, price) values (805, 'Dodge', 'Caravan', '46743.02');
insert into car (id, make, model, price) values (806, 'Mitsubishi', 'Galant', '33062.88');
insert into car (id, make, model, price) values (807, 'Honda', 'Insight', '91554.00');
insert into car (id, make, model, price) values (808, 'Porsche', 'Cayenne', '35506.50');
insert into car (id, make, model, price) values (809, 'Ford', 'E-Series', '63353.18');
insert into car (id, make, model, price) values (810, 'Chevrolet', 'Corvette', '93770.86');
insert into car (id, make, model, price) values (811, 'Dodge', 'Viper', '41751.19');
insert into car (id, make, model, price) values (812, 'Porsche', 'Carrera GT', '44160.61');
insert into car (id, make, model, price) values (813, 'Oldsmobile', '88', '13056.53');
insert into car (id, make, model, price) values (814, 'Lamborghini', 'Diablo', '95650.27');
insert into car (id, make, model, price) values (815, 'Chevrolet', 'Beretta', '10107.78');
insert into car (id, make, model, price) values (816, 'Dodge', 'Ram 2500', '63568.35');
insert into car (id, make, model, price) values (817, 'Chevrolet', 'Uplander', '87685.90');
insert into car (id, make, model, price) values (818, 'Nissan', 'Pathfinder', '62140.05');
insert into car (id, make, model, price) values (819, 'Foose', 'Hemisfear', '80831.01');
insert into car (id, make, model, price) values (820, 'MINI', 'Clubman', '94214.73');
insert into car (id, make, model, price) values (821, 'Pontiac', 'Bonneville', '24860.71');
insert into car (id, make, model, price) values (822, 'Chevrolet', 'Silverado 1500', '91364.63');
insert into car (id, make, model, price) values (823, 'Ford', 'Escape', '43179.84');
insert into car (id, make, model, price) values (824, 'Dodge', 'Grand Caravan', '76786.55');
insert into car (id, make, model, price) values (825, 'MINI', 'MINI', '83270.11');
insert into car (id, make, model, price) values (826, 'Audi', 'TT', '22131.52');
insert into car (id, make, model, price) values (827, 'Toyota', 'RAV4', '41317.10');
insert into car (id, make, model, price) values (828, 'Kia', 'Rio', '75566.84');
insert into car (id, make, model, price) values (829, 'Chevrolet', 'Corvette', '57399.57');
insert into car (id, make, model, price) values (830, 'GMC', 'Savana 3500', '63084.34');
insert into car (id, make, model, price) values (831, 'Toyota', 'Land Cruiser', '40962.52');
insert into car (id, make, model, price) values (832, 'Jeep', 'Cherokee', '15536.85');
insert into car (id, make, model, price) values (833, 'Ford', 'Econoline E150', '25538.18');
insert into car (id, make, model, price) values (834, 'Toyota', 'Camry Hybrid', '30134.89');
insert into car (id, make, model, price) values (835, 'Dodge', 'Durango', '63981.33');
insert into car (id, make, model, price) values (836, 'Chevrolet', 'TrailBlazer', '46643.42');
insert into car (id, make, model, price) values (837, 'Mazda', '323', '82300.17');
insert into car (id, make, model, price) values (838, 'Mitsubishi', 'Raider', '26867.39');
insert into car (id, make, model, price) values (839, 'Mercedes-Benz', 'E-Class', '50156.02');
insert into car (id, make, model, price) values (840, 'Pontiac', 'Firebird', '93390.85');
insert into car (id, make, model, price) values (841, 'BMW', '7 Series', '82670.17');
insert into car (id, make, model, price) values (842, 'Honda', 'S2000', '31862.53');
insert into car (id, make, model, price) values (843, 'Mitsubishi', 'Pajero', '18533.68');
insert into car (id, make, model, price) values (844, 'Jeep', 'Cherokee', '32407.70');
insert into car (id, make, model, price) values (845, 'Chevrolet', 'Express 2500', '84033.36');
insert into car (id, make, model, price) values (846, 'Mercedes-Benz', 'SL65 AMG', '24367.79');
insert into car (id, make, model, price) values (847, 'Volkswagen', 'Scirocco', '76989.86');
insert into car (id, make, model, price) values (848, 'Toyota', 'Matrix', '98602.75');
insert into car (id, make, model, price) values (849, 'Land Rover', 'Discovery', '48008.81');
insert into car (id, make, model, price) values (850, 'Nissan', 'Maxima', '42691.90');
insert into car (id, make, model, price) values (851, 'Honda', 'Accord', '92994.87');
insert into car (id, make, model, price) values (852, 'Saab', '9000', '85258.99');
insert into car (id, make, model, price) values (853, 'Audi', '80', '56439.21');
insert into car (id, make, model, price) values (854, 'Dodge', 'Spirit', '24021.19');
insert into car (id, make, model, price) values (855, 'Dodge', 'Ram Van B250', '62545.44');
insert into car (id, make, model, price) values (856, 'Dodge', 'Ramcharger', '71479.16');
insert into car (id, make, model, price) values (857, 'Mitsubishi', 'Truck', '15973.50');
insert into car (id, make, model, price) values (858, 'Volkswagen', 'Fox', '70948.15');
insert into car (id, make, model, price) values (859, 'GMC', 'Yukon XL 2500', '80118.19');
insert into car (id, make, model, price) values (860, 'Hyundai', 'Scoupe', '89166.61');
insert into car (id, make, model, price) values (861, 'Volkswagen', 'Phaeton', '69104.94');
insert into car (id, make, model, price) values (862, 'Chevrolet', 'Volt', '45651.71');
insert into car (id, make, model, price) values (863, 'Chevrolet', 'G-Series G30', '94745.66');
insert into car (id, make, model, price) values (864, 'Toyota', 'Camry', '90385.01');
insert into car (id, make, model, price) values (865, 'Toyota', 'Tacoma', '10568.01');
insert into car (id, make, model, price) values (866, 'GMC', 'Sonoma', '54743.52');
insert into car (id, make, model, price) values (867, 'Maybach', '57', '56549.86');
insert into car (id, make, model, price) values (868, 'Alfa Romeo', 'Spider', '85645.74');
insert into car (id, make, model, price) values (869, 'Dodge', 'Ram 50', '13657.03');
insert into car (id, make, model, price) values (870, 'Mercury', 'Topaz', '94197.85');
insert into car (id, make, model, price) values (871, 'Mercedes-Benz', 'S-Class', '78728.61');
insert into car (id, make, model, price) values (872, 'Ford', 'Bronco', '51471.60');
insert into car (id, make, model, price) values (873, 'Jeep', 'Grand Cherokee', '10081.72');
insert into car (id, make, model, price) values (874, 'Acura', 'TL', '83473.47');
insert into car (id, make, model, price) values (875, 'Lotus', 'Elise', '59322.22');
insert into car (id, make, model, price) values (876, 'Chrysler', 'Crossfire', '32145.10');
insert into car (id, make, model, price) values (877, 'GMC', 'Sierra 1500', '41074.64');
insert into car (id, make, model, price) values (878, 'Volvo', 'V70', '11234.50');
insert into car (id, make, model, price) values (879, 'Chevrolet', 'S10', '27337.57');
insert into car (id, make, model, price) values (880, 'Mercury', 'Sable', '81897.32');
insert into car (id, make, model, price) values (881, 'Chevrolet', 'Impala', '77251.02');
insert into car (id, make, model, price) values (882, 'Nissan', 'Quest', '86134.16');
insert into car (id, make, model, price) values (883, 'Chevrolet', 'Silverado', '93355.33');
insert into car (id, make, model, price) values (884, 'Lexus', 'LS', '43034.53');
insert into car (id, make, model, price) values (885, 'Chevrolet', 'Monte Carlo', '85240.92');
insert into car (id, make, model, price) values (886, 'Mitsubishi', 'Chariot', '88176.27');
insert into car (id, make, model, price) values (887, 'Toyota', 'Land Cruiser', '21875.52');
insert into car (id, make, model, price) values (888, 'Chevrolet', 'S10', '11516.08');
insert into car (id, make, model, price) values (889, 'Chrysler', 'LHS', '75928.17');
insert into car (id, make, model, price) values (890, 'Lincoln', 'Continental Mark VII', '66537.48');
insert into car (id, make, model, price) values (891, 'Mitsubishi', 'Eclipse', '99793.10');
insert into car (id, make, model, price) values (892, 'Holden', 'VS Commodore', '22903.72');
insert into car (id, make, model, price) values (893, 'Volvo', 'XC90', '94262.25');
insert into car (id, make, model, price) values (894, 'Mercury', 'Grand Marquis', '51437.38');
insert into car (id, make, model, price) values (895, 'Volkswagen', 'Golf', '49721.57');
insert into car (id, make, model, price) values (896, 'Land Rover', 'Range Rover', '60945.73');
insert into car (id, make, model, price) values (897, 'Chevrolet', 'Silverado 3500', '62659.23');
insert into car (id, make, model, price) values (898, 'Mazda', 'B-Series Plus', '47458.76');
insert into car (id, make, model, price) values (899, 'Suzuki', 'Vitara', '89914.40');
insert into car (id, make, model, price) values (900, 'Acura', 'TL', '96456.36');
insert into car (id, make, model, price) values (901, 'Acura', 'NSX', '63350.33');
insert into car (id, make, model, price) values (902, 'Mercury', 'Villager', '42228.76');
insert into car (id, make, model, price) values (903, 'Buick', 'Regal', '62815.73');
insert into car (id, make, model, price) values (904, 'Volkswagen', 'GLI', '12252.68');
insert into car (id, make, model, price) values (905, 'Mercury', 'Grand Marquis', '63843.46');
insert into car (id, make, model, price) values (906, 'Mercedes-Benz', 'SL-Class', '21737.26');
insert into car (id, make, model, price) values (907, 'Nissan', 'NV1500', '41361.22');
insert into car (id, make, model, price) values (908, 'Ford', 'Explorer Sport', '56507.35');
insert into car (id, make, model, price) values (909, 'Mercedes-Benz', 'M-Class', '21754.27');
insert into car (id, make, model, price) values (910, 'Mercedes-Benz', 'CL-Class', '58400.89');
insert into car (id, make, model, price) values (911, 'Chevrolet', 'Silverado 1500', '89982.53');
insert into car (id, make, model, price) values (912, 'Mitsubishi', 'Galant', '40627.59');
insert into car (id, make, model, price) values (913, 'Kia', 'Sephia', '15845.27');
insert into car (id, make, model, price) values (914, 'Acura', 'TL', '61591.53');
insert into car (id, make, model, price) values (915, 'Chevrolet', 'S10', '31847.97');
insert into car (id, make, model, price) values (916, 'Lamborghini', 'Countach', '59721.68');
insert into car (id, make, model, price) values (917, 'Cadillac', 'Escalade EXT', '31621.06');
insert into car (id, make, model, price) values (918, 'Pontiac', 'Bonneville', '92955.62');
insert into car (id, make, model, price) values (919, 'Dodge', 'Neon', '30283.05');
insert into car (id, make, model, price) values (920, 'Mitsubishi', 'GTO', '85327.53');
insert into car (id, make, model, price) values (921, 'Mercedes-Benz', 'S-Class', '49577.99');
insert into car (id, make, model, price) values (922, 'Pontiac', 'Parisienne', '73092.17');
insert into car (id, make, model, price) values (923, 'Infiniti', 'Q', '68608.23');
insert into car (id, make, model, price) values (924, 'Lincoln', 'Town Car', '92381.16');
insert into car (id, make, model, price) values (925, 'Acura', 'RL', '20600.80');
insert into car (id, make, model, price) values (926, 'Honda', 'Accord', '80959.86');
insert into car (id, make, model, price) values (927, 'Scion', 'tC', '24047.65');
insert into car (id, make, model, price) values (928, 'Toyota', 'Sienna', '76600.76');
insert into car (id, make, model, price) values (929, 'Chevrolet', 'Tracker', '25411.76');
insert into car (id, make, model, price) values (930, 'Honda', 'Civic', '59276.84');
insert into car (id, make, model, price) values (931, 'Dodge', 'Ram Van B150', '71614.27');
insert into car (id, make, model, price) values (932, 'Honda', 'Accord', '78309.93');
insert into car (id, make, model, price) values (933, 'Jeep', 'Wrangler', '20470.02');
insert into car (id, make, model, price) values (934, 'Ford', 'Aspire', '60145.22');
insert into car (id, make, model, price) values (935, 'Cadillac', 'SRX', '32472.35');
insert into car (id, make, model, price) values (936, 'Toyota', 'Solara', '27374.82');
insert into car (id, make, model, price) values (937, 'Mercury', 'Mystique', '16529.48');
insert into car (id, make, model, price) values (938, 'Cadillac', 'DeVille', '15182.70');
insert into car (id, make, model, price) values (939, 'Toyota', 'Avalon', '16720.08');
insert into car (id, make, model, price) values (940, 'Mitsubishi', 'Galant', '91187.02');
insert into car (id, make, model, price) values (941, 'Saab', '9-7X', '79734.03');
insert into car (id, make, model, price) values (942, 'Saab', '9-7X', '59599.24');
insert into car (id, make, model, price) values (943, 'Chevrolet', 'Sportvan G30', '19271.64');
insert into car (id, make, model, price) values (944, 'Aptera', 'Type-1h', '60167.96');
insert into car (id, make, model, price) values (945, 'Cadillac', 'DeVille', '10033.79');
insert into car (id, make, model, price) values (946, 'Volkswagen', 'Jetta', '75596.64');
insert into car (id, make, model, price) values (947, 'Volvo', 'V70', '13483.08');
insert into car (id, make, model, price) values (948, 'Volvo', 'S40', '49291.58');
insert into car (id, make, model, price) values (949, 'Volvo', 'V40', '78103.48');
insert into car (id, make, model, price) values (950, 'Lexus', 'LX', '41430.87');
insert into car (id, make, model, price) values (951, 'Volvo', '940', '99227.68');
insert into car (id, make, model, price) values (952, 'Toyota', 'Ipsum', '44484.74');
insert into car (id, make, model, price) values (953, 'Chevrolet', 'Prizm', '74098.05');
insert into car (id, make, model, price) values (954, 'Eagle', 'Talon', '34585.07');
insert into car (id, make, model, price) values (955, 'Pontiac', 'Grand Prix', '46657.53');
insert into car (id, make, model, price) values (956, 'Plymouth', 'Acclaim', '53301.38');
insert into car (id, make, model, price) values (957, 'Volkswagen', 'Touareg', '89217.87');
insert into car (id, make, model, price) values (958, 'Kia', 'Optima', '96483.48');
insert into car (id, make, model, price) values (959, 'Nissan', 'Frontier', '97134.57');
insert into car (id, make, model, price) values (960, 'Hummer', 'H2', '50521.02');
insert into car (id, make, model, price) values (961, 'Chrysler', 'Town & Country', '63967.73');
insert into car (id, make, model, price) values (962, 'Hyundai', 'Tiburon', '17166.63');
insert into car (id, make, model, price) values (963, 'Toyota', 'Solara', '88610.01');
insert into car (id, make, model, price) values (964, 'Mazda', 'Miata MX-5', '39502.70');
insert into car (id, make, model, price) values (965, 'Volvo', 'S40', '62821.77');
insert into car (id, make, model, price) values (966, 'GMC', 'Savana 1500', '86775.28');
insert into car (id, make, model, price) values (967, 'Plymouth', 'Prowler', '46376.46');
insert into car (id, make, model, price) values (968, 'Toyota', 'Camry', '81662.23');
insert into car (id, make, model, price) values (969, 'Ford', 'F-Series Super Duty', '55399.78');
insert into car (id, make, model, price) values (970, 'Dodge', 'Ram 1500', '26377.50');
insert into car (id, make, model, price) values (971, 'Dodge', 'Avenger', '96274.19');
insert into car (id, make, model, price) values (972, 'Kia', 'Spectra', '43031.69');
insert into car (id, make, model, price) values (973, 'Dodge', 'Viper RT/10', '14663.54');
insert into car (id, make, model, price) values (974, 'Honda', 'Civic', '55698.18');
insert into car (id, make, model, price) values (975, 'Ford', 'E350', '48942.53');
insert into car (id, make, model, price) values (976, 'Toyota', 'Camry', '39924.35');
insert into car (id, make, model, price) values (977, 'Nissan', 'Frontier', '13545.34');
insert into car (id, make, model, price) values (978, 'Subaru', 'Brat', '49666.28');
insert into car (id, make, model, price) values (979, 'Hyundai', 'Azera', '86987.43');
insert into car (id, make, model, price) values (980, 'Infiniti', 'G', '98923.30');
insert into car (id, make, model, price) values (981, 'GMC', 'Suburban 1500', '16064.34');
insert into car (id, make, model, price) values (982, 'Toyota', 'FJ Cruiser', '27407.29');
insert into car (id, make, model, price) values (983, 'Ford', 'Econoline E250', '67727.37');
insert into car (id, make, model, price) values (984, 'Kia', 'Sorento', '62871.05');
insert into car (id, make, model, price) values (985, 'Mercury', 'Villager', '41123.00');
insert into car (id, make, model, price) values (986, 'Chevrolet', 'Suburban', '87382.16');
insert into car (id, make, model, price) values (987, 'Buick', 'LeSabre', '52454.82');
insert into car (id, make, model, price) values (988, 'Volvo', 'S40', '65056.65');
insert into car (id, make, model, price) values (989, 'Volkswagen', 'Passat', '52464.60');
insert into car (id, make, model, price) values (990, 'Ford', 'Econoline E250', '10066.24');
insert into car (id, make, model, price) values (991, 'Mazda', '626', '79658.56');
insert into car (id, make, model, price) values (992, 'Toyota', 'Sequoia', '26888.67');
insert into car (id, make, model, price) values (993, 'Volkswagen', 'Golf', '72798.54');
insert into car (id, make, model, price) values (994, 'Chevrolet', 'Silverado 1500', '92222.67');
insert into car (id, make, model, price) values (995, 'Volkswagen', 'Jetta', '12803.61');
insert into car (id, make, model, price) values (996, 'Lexus', 'SC', '51255.90');
insert into car (id, make, model, price) values (997, 'Ford', 'Edge', '92604.19');
insert into car (id, make, model, price) values (998, 'Nissan', 'Sentra', '37628.58');
insert into car (id, make, model, price) values (999, 'Mazda', 'MPV', '29601.78');
insert into car (id, make, model, price) values (1000, 'Chevrolet', 'Avalanche 2500', '70445.89');
